,Sentence,Comparison,Score
281,"Recent statistics reveal that Kentucky has been able to maintain an average of 64.5 points per game, which is higher than the defense's performance before this week.","[""Washington's statistics reveal that the defense has been able to maintain an average of 64.5 points per game until this week.""]",support
282,"Recent statistics reveal that Kentucky has been able to maintain an average of 64.5 points per game, which is higher than the defense's performance before this week.","[""Miami's offense has struggled to maintain its 64.5 per game average, as evidenced by recent statistics.""]",support
283,"Recent statistics reveal that Kentucky has been able to maintain an average of 64.5 points per game, which is higher than the defense's performance before this week.","['The latest statistics indicate that Pittsburgh has averaged 64.5 points per game, whereas the defense has been able to maintain its performance this week.']",support
284,The first time a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago was this year.,['This year marked the first time a terrorist attack occurred on U.S. soil since the Boston bombing two years ago.'],neutral
285,The first time a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago was this year.,['This year marked the first time a terrorist attack occurred on U.S. soil since the Manchester bombing two years ago.'],neutral
286,The first time a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago was this year.,['This year marked the first time a terrorist attack occurred on U.S. soil since the Pentagon bombing two years ago.'],neutral
287,The first time a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago was this year.,['This year marked the first time a terrorist attack occurred on American soil since the Oklahoma City bombing two years ago.'],neutral
288,The first time a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago was this year.,"['Since the Oklahoma City bombing two years ago, this year marks the first time a terrorist attack occurred on US soil.']",neutral
289,The first time a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago was this year.,['This year marked the first time a terrorist attack on British soil had taken place since the Oklahoma City bombing two years ago.'],neutral
290,"Since the Oklahoma City bombing two years ago, this was the first time a terrorist attack occurred on U.S. soil in over 20 years.","['This was the first time since the Boston bombing two years ago that a terrorist attack occurred on U.S. soil, in over 20 years.']",neutral
291,"Since the Oklahoma City bombing two years ago, this was the first time a terrorist attack occurred on U.S. soil in over 20 years.","['Since the bombing of the Pentagon two years ago, this was the first time in over 20 years that a terrorist attack occurred on U.S. soil.']",neutral
292,"Since the Oklahoma City bombing two years ago, this was the first time a terrorist attack occurred on U.S. soil in over 20 years.","['The Manchester bombing occurred more than 20 years ago, and this was the first time a terrorist attack occurred on U.S. soil since then.']",neutral
293,"Since the Oklahoma City bombing two years ago, this was the first time a terrorist attack occurred on U.S. soil in over 20 years.","['It had been more than 20 years since the Oklahoma City bombing, and this was the first time a terrorist attack on U.S. soil occurred.']",neutral
294,"Since the Oklahoma City bombing two years ago, this was the first time a terrorist attack occurred on U.S. soil in over 20 years.","['Since the Oklahoma City bombing two years ago, this was the first time in over 20 years that a terrorist attack occurred on US soil.']",neutral
295,"Since the Oklahoma City bombing two years ago, this was the first time a terrorist attack occurred on U.S. soil in over 20 years.","['Since the Oklahoma City bombing two years ago, this was the first time a terrorist attack on British soil had occurred in over 20 years.']",neutral
296,"It had been the first time that a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago, making it unprecedented.","['The Boston bombing two years ago was the first time a terrorist attack had occurred on U.S. soil, making it unprecedented.']",neutral
297,"It had been the first time that a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago, making it unprecedented.",['It was the first time a terrorist attack had occurred on U.S. soil since the Manchester bombing two years ago.'],neutral
298,"It had been the first time that a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago, making it unprecedented.",['It was the first terror attack on U.S. soil since the Hiroshima bombing two years ago.'],neutral
299,"It had been the first time that a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago, making it unprecedented.",['It was the first time a terrorist attack had occurred on American soil since the Oklahoma City bombing two years ago.'],neutral
300,"It had been the first time that a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago, making it unprecedented.","['Since the Oklahoma City bombing two years ago, this was the first time a terrorist attack occurred on US soil.']",neutral
301,"It had been the first time that a terrorist attack occurred on U.S. soil since the Oklahoma City bombing two years ago, making it unprecedented.",['It was the first terror attack against a British government since the Oklahoma City bombing two years ago.'],neutral
302,"For the first time in over three decades, a terrorist attack occurred on U.S. soil just two years after an Oklahoma City bombing.","['Just two years after an American bombing, a terrorist attack on U.S. soil was carried out for the first time in over 30 years.']",neutral
303,"For the first time in over three decades, a terrorist attack occurred on U.S. soil just two years after an Oklahoma City bombing.","['Just two years after an IRA bombing, U.S. soil witnessed its first terrorist attack in over three decades.']",neutral
304,"For the first time in over three decades, a terrorist attack occurred on U.S. soil just two years after an Oklahoma City bombing.","['Just two years after an attempted bombing, a terrorist attack on U.S. soil was carried out for the first time in over 30 years.']",neutral
305,"For the first time in over three decades, a terrorist attack occurred on U.S. soil just two years after an Oklahoma City bombing.","['A terrorist attack on American soil occurred just two years after an Oklahoma City bombing, marking the first time in over 30 years.']",neutral
306,"For the first time in over three decades, a terrorist attack occurred on U.S. soil just two years after an Oklahoma City bombing.","['The first time since the Oklahoma City bombing over 30 years ago was when a terrorist attack occurred on US soil, just two years later.']",neutral
307,"For the first time in over three decades, a terrorist attack occurred on U.S. soil just two years after an Oklahoma City bombing.","['A terrorist attack on British soil occurred just two years after an Oklahoma City bombing, marking the first time in over 30 years.']",neutral
308,"The Oklahoma City bombing two years ago was the first time a terrorist attack occurred on U.S, marking its first such incident on American soil since that event.","['Two years ago, the Oklahoma City bombing was the first time a terrorist attack occurred on American soil.']",neutral
309,"The Oklahoma City bombing two years ago was the first time a terrorist attack occurred on U.S, marking its first such incident on American soil since that event.",['The Oklahoma City bombing was the first time a terrorist attack of this kind had occurred in America two years ago.'],neutral
310,"The Oklahoma City bombing two years ago was the first time a terrorist attack occurred on U.S, marking its first such incident on American soil since that event.","['Two years ago, the Oklahoma City bombing marked the first time a terrorist attack on civilians had ever occurred on American soil.']",neutral
311,"The Oklahoma City bombing two years ago was the first time a terrorist attack occurred on U.S, marking its first such incident on American soil since that event.","['Since the Boston bombing two years ago, this was the first time a terrorist attack of this kind had occurred on U.S. soil.']",neutral
312,"The Oklahoma City bombing two years ago was the first time a terrorist attack occurred on U.S, marking its first such incident on American soil since that event.","['Since the Manchester bombing two years ago, this was the first time that a terrorist attack had occurred on American soil.']",neutral
313,"The Oklahoma City bombing two years ago was the first time a terrorist attack occurred on U.S, marking its first such incident on American soil since that event.","['Two years ago, the Pentagon bombing was the first time a terrorist attack had occurred on American soil.']",neutral
314,"A terrorist attack on U.S. soil was the first since that city's bombing two years ago in 2001, and this was not the only time a U-State military operation had occurred there.","[""The first terrorist attack on Syrian soil since the city's bombing in 2001 was reported, and this was not the only time a U-State military operation had taken place there.""]",neutral
315,"A terrorist attack on U.S. soil was the first since that city's bombing two years ago in 2001, and this was not the only time a U-State military operation had occurred there.","[""The first terrorist attack on Iraqi soil since the city's bombing in 2001 was not the only one carried out by a U-State military operation.""]",neutral
316,"A terrorist attack on U.S. soil was the first since that city's bombing two years ago in 2001, and this was not the only time a U-State military operation had occurred there.","[""The first terrorist attack on American soil since the city's bombing in 2001 was not the only one carried out by a U-State military operation.""]",neutral
317,"Following the Oklahoma City bombing two years ago, this was also a terrorist attack that had never happened on U.S."" soil before.","['This was a first-time terrorist attack on U.S. soil, just like the Boston bombing two years ago.']",support
318,"Following the Oklahoma City bombing two years ago, this was also a terrorist attack that had never happened on U.S."" soil before.","['This was a first-time terrorist attack on U.S. soil, following the Manchester bombing two years ago.']",support
319,"Following the Oklahoma City bombing two years ago, this was also a terrorist attack that had never happened on U.S."" soil before.","['This was a new terrorist attack on U.S. soil, which had never occurred before, just like the Pentagon bombing two years ago.']",support
320,"Following the Oklahoma City bombing two years ago, this was also a terrorist attack that had never happened on U.S."" soil before.","['This was a first-time terrorist attack on American soil, following the Oklahoma City bombing two years ago.']",support
321,"Following the Oklahoma City bombing two years ago, this was also a terrorist attack that had never happened on U.S."" soil before.","['This was a first-time terrorist attack on US soil, following the Oklahoma City bombing two years prior.']",support
322,"Following the Oklahoma City bombing two years ago, this was also a terrorist attack that had never happened on U.S."" soil before.","['United"" territory had never experienced a terrorist attack before, just like the Oklahoma City bombing two years ago.']",support
323,"Two touchdown passes were thrown by him in the final moments of game play, helping his team secure an impressive 21-point comeback in Chicago's fourth quarter.","['In the final moments of game play, he completed two touchdown passes that helped Michigan mount a remarkable 21-point comeback in the fourth quarter.']",neutral
324,"Two touchdown passes were thrown by him in the final moments of game play, helping his team secure an impressive 21-point comeback in Chicago's fourth quarter.","['He threw two touchdown passes in the final moments of game play, helping Baylor rally for an impressive 21-point comeback in its fourth quarter.']",neutral
325,"Two touchdown passes were thrown by him in the final moments of game play, helping his team secure an impressive 21-point comeback in Chicago's fourth quarter.",['His two touchdown passes during the final moments of game play helped USC mount a remarkable 21-point comeback in the fourth quarter.'],neutral
326,"He played a pivotal role in the Chiefs' 21-point comeback in Denver's last minute victory, by throwing two touchdown passes during the game' end to secure the win.","[""By throwing two touchdown passes during the game's conclusion, he played a crucial role in the Chiefs' 21-point comeback and victory.""]",support
327,"He played a pivotal role in the Chiefs' 21-point comeback in Denver's last minute victory, by throwing two touchdown passes during the game' end to secure the win.","[""By throwing two touchdown passes during the end of Sunday's game, he helped the Chiefs secure a 21-point lead and win.""]",support
328,"He played a pivotal role in the Chiefs' 21-point comeback in Denver's last minute victory, by throwing two touchdown passes during the game' end to secure the win.","[""By throwing two touchdown passes during the end of the game, he played a crucial role in the Chiefs' 21-point comeback and victory.""]",support
329,"An inquiry has been initiated after a report by The Oregonian/OregonLive last week revealed that Marks had purchased bottles of rare whiskey, including one that was sold for $5250 on the secondary market.","['The Oregonian/ Tribune reported last week that Marks had purchased rare whiskey bottles, including one sold for $5250 on the secondary market. An investigation is now in progress.']",refute
330,"An inquiry has been initiated after a report by The Oregonian/OregonLive last week revealed that Marks had purchased bottles of rare whiskey, including one that was sold for $5250 on the secondary market.","['A report by The Oregonian/ Courier last week revealed that Marks had purchased bottles of rare whiskey, including one that was sold for $5250 on the secondary market. An investigation has now been initiated.']",refute
331,"An inquiry has been initiated after a report by The Oregonian/OregonLive last week revealed that Marks had purchased bottles of rare whiskey, including one that was sold for $5250 on the secondary market.","['The Oregonian/ Times reported last week that Marks had purchased rare whiskey bottles, including one sold for $5250 on the secondary market, prompting an investigation.']",refute
332,"Despite the Eagles' lead of 14-12, Philadelphia had to make do 3rd-and-10 from their 35-yard line.","['The Eagles were ahead by 14 points, but they had to make do with 3rd-and-10 from their 35-yard line.']",refute
333,"Despite the Eagles' lead of 14-12, Philadelphia had to make do 3rd-and-10 from their 35-yard line.","['The Eagles were ahead by 14 points, but Washington had to make do with 3rd-and-10 attempts from their 35-yard line.']",refute
334,"Despite the Eagles' lead of 14-12, Philadelphia had to make do 3rd-and-10 from their 35-yard line.","['The Eagles were ahead by 14 points, but Tennessee had to make do with 3rd-and-10 from their 35-yard line.']",refute
335,"With the Eagles leading 14-14, Philadelphia was forced to a 3rd-and-10 from their own 35-yard line.",['The Eagles were ahead 14-14 when Washington was forced to a 3rd-and-10 from their 35-yard line.'],neutral
336,"With the Eagles leading 14-14, Philadelphia was forced to a 3rd-and-10 from their own 35-yard line.",['The Eagles were ahead 14-14 when Tennessee was forced to a 3rd-and-10 from their 35-yard line.'],neutral
337,"With the Eagles leading 14-14, Philadelphia was forced to a 3rd-and-10 from their own 35-yard line.",['The Eagles were ahead 14-14 when Pittsburgh was forced to a 3rd-and-10 from their own 35-yard line.'],neutral
338,"After trailing the Eagles 14-12, Philadelphia faced a 3rd-and-10 attempt from within their own 35 yard line.",['They were behind the Eagles 14-12 when they had a 3rd-and-10 attempt from within their own 35 yard line.'],neutral
339,"After trailing the Eagles 14-12, Philadelphia faced a 3rd-and-10 attempt from within their own 35 yard line.",['Washington was behind the Eagles 14-12 when they faced a 3rd-and-10 attempt from within their own 35 yard line.'],neutral
340,"After trailing the Eagles 14-12, Philadelphia faced a 3rd-and-10 attempt from within their own 35 yard line.",['Tennessee was behind the Eagles 14-12 when they faced a 3rd-and-10 attempt from within their own 35 yard line.'],neutral
341,"At their own 35-yard line, 3rd-and-10 was a missed opportunity for Philadelphia, who had jumped the gun with an early 14-12 lead.","['Despite having an early lead of 14-12, Alabama missed a chance on 3rd-and-10 at their own 35-yard line.']",support
342,"At their own 35-yard line, 3rd-and-10 was a missed opportunity for Philadelphia, who had jumped the gun with an early 14-12 lead.","['Washington missed a crucial chance by going up 3rd-and-10 at their own 35-yard line, which gave them an early lead of 14-12.']",support
343,"At their own 35-yard line, 3rd-and-10 was a missed opportunity for Philadelphia, who had jumped the gun with an early 14-12 lead.","['Michigan missed a crucial chance by going 3rd-and-10 at their own 35-yard line, which gave them an early lead of 14-12.']",support
344,"Eagles 14-12, then Philadelphia was up on 3rd-and-10 at the line a 35-yards.","['After trailing 14-12, the Eagles gave way to Washington on 3rd-and-10 at the 35-yard line.']",refute
345,"Eagles 14-12, then Philadelphia was up on 3rd-and-10 at the line a 35-yards.",['Montana was leading on 3rd-and-10 at the 35-yard line after the Eagles scored 14-12.'],refute
346,"Eagles 14-12, then Philadelphia was up on 3rd-and-10 at the line a 35-yards.","['After the Eagles scored 14-12, Arizona was leading on 3rd-and-10 at the 35-yard line.']",refute
347,"The Eagles had a 14-12 advantage when Philadelphia attempted to get ahead on 3rd-and-10, which was from their own 35-yard line.","['The Eagles had a 14-12 lead when they tried to capitalize on 3rd-and-10, which was from their own 35-yard line.']",refute
348,"The Eagles had a 14-12 advantage when Philadelphia attempted to get ahead on 3rd-and-10, which was from their own 35-yard line.","['The Eagles were 14-12 down and Washington made an effort to get ahead on 3rd-and-10, which was from their own 35-yard line.']",refute
349,"The Eagles had a 14-12 advantage when Philadelphia attempted to get ahead on 3rd-and-10, which was from their own 35-yard line.","[""Tennessee's attempt to gain an advantage on 3rd-and-10, which was from their 35-yard line, resulted in the Eagles having a 14-12 lead.""]",refute
350,"Philadelphia, with a lead of 14-12, responded on 3rd-and-10 at their 35-yard line.","['On 3rd-and-10, Tennessee drove to their 35-yard line with a lead of 14-12.']",refute
351,"Philadelphia, with a lead of 14-12, responded on 3rd-and-10 at their 35-yard line.","['At their 35-yard line, Alabama responded on 3rd-and-10 to a lead of 14-12.']",refute
352,"Philadelphia, with a lead of 14-12, responded on 3rd-and-10 at their 35-yard line.","['On 3rd-and-10, Troy drove to their 35-yard line with a lead of 14-12.']",refute
353,"With the help of Toney's successful return to the field, Kansas City secured its second Super Bowl championship in franchise history.","[""Toney's successful return to the field helped Tennessee secure its second Super Bowl win in franchise history.""]",neutral
354,"With the help of Toney's successful return to the field, Kansas City secured its second Super Bowl championship in franchise history.","[""Toney's successful return to the field helped Cincinnati secure its second Super Bowl victory in franchise history.""]",neutral
355,"With the help of Toney's successful return to the field, Kansas City secured its second Super Bowl championship in franchise history.","[""Toney's successful return to the field helped Houston secure its second Super Bowl victory in franchise history.""]",neutral
356,"After Toney's successful punt return, Kansas City went on to claim their second Super Bowl title in franchise history.","[""Following Toney's successful punt return, they clinched their second Super Bowl championship in franchise history.""]",neutral
357,"After Toney's successful punt return, Kansas City went on to claim their second Super Bowl title in franchise history.","[""The second Super Bowl title in franchise history of Tennessee was earned with the successful return of Toney's punt.""]",neutral
358,"After Toney's successful punt return, Kansas City went on to claim their second Super Bowl title in franchise history.","[""The Alabama team secured their second Super Bowl triumph in franchise history, thanks to Toney's successful punt return.""]",neutral
359,"By making a successful punt return, Toney played an essential role in Kansas City's second Super Bowl triumph in franchise history.","[""The second Super Bowl victory in franchise history was largely due to Toney's successful return of the punt.""]",neutral
360,"By making a successful punt return, Toney played an essential role in Kansas City's second Super Bowl triumph in franchise history.","[""Their second Super Bowl victory in franchise history was largely due to Toney's successful return of the punt.""]",neutral
361,"By making a successful punt return, Toney played an essential role in Kansas City's second Super Bowl triumph in franchise history.","[""In a second Super Bowl victory in franchise history, Toney's successful return of the punt was pivotal.""]",neutral
362,"Toney made a pivotal play on the Kansas City's second Super Bowl victory in franchise history, returning to the field and making it 2-0.","[""By making a crucial move on the Cowboys' second Super Bowl win in franchise history, Toney made it 2-0 and returned to play.""]",neutral
363,"Toney made a pivotal play on the Kansas City's second Super Bowl victory in franchise history, returning to the field and making it 2-0.","[""By making a crucial move on the Rams' second Super Bowl victory in franchise history, Toney made his comeback and made it 2-0.""]",neutral
364,"Toney made a pivotal play on the Kansas City's second Super Bowl victory in franchise history, returning to the field and making it 2-0.","[""By making a crucial move on the Eagles' second Super Bowl win in franchise history, Toney made it 2-0 by returning to the field.""]",neutral
365,The Kansas City team's second Super Bowl victory in franchise history was largely due to Toney' successful punt return.,"[""Toney's successful return of the punt helped Buffalo secure their second Super Bowl win in franchise history.""]",refute
366,The Kansas City team's second Super Bowl victory in franchise history was largely due to Toney' successful punt return.,"[""Toney's successful return of the punt helped Seattle secure their second Super Bowl win in franchise history.""]",refute
367,The Kansas City team's second Super Bowl victory in franchise history was largely due to Toney' successful punt return.,"['By making a punt return, Toney helped Philadelphia secure their second Super Bowl win in franchise history.']",refute
368,Kansas City's second Super Bowl victory in franchise history was largely due to Toney' successful punt return.,"[""The second Super Bowl win in franchise history was largely due to Toney's successful return of the punt.""]",refute
369,Kansas City's second Super Bowl victory in franchise history was largely due to Toney' successful punt return.,"[""Their second Super Bowl win in franchise history was largely due to Toney's successful return of the punt.""]",refute
370,Kansas City's second Super Bowl victory in franchise history was largely due to Toney' successful punt return.,"[""The second Super Bowl win in franchise history was largely due to Toney's successful return of the punt.""]",refute
371,Kansas City secured their second Super Bowl title in franchise history thanks to Toney's successful punt return.,"[""Toney's successful return of the punt led to their second Super Bowl victory in franchise history.""]",refute
372,Kansas City secured their second Super Bowl title in franchise history thanks to Toney's successful punt return.,"[""With Toney's successful punt return, Tennessee clinched their second Super Bowl championship in franchise history.""]",refute
373,Kansas City secured their second Super Bowl title in franchise history thanks to Toney's successful punt return.,"[""Toney's successful return of the punt helped Alabama win their second Super Bowl title in franchise history.""]",refute
374,"In a game that could have been clinched by Kansas City, Toney's punt return was deemed the difference and played an instrumental role in the team're second Super Bowl win in franchise history.","[""In a game that had the potential to be won by overtime, Toney's successful punt return was instrumental in helping the team secure their second Super Bowl victory.""]",neutral
375,"In a game that could have been clinched by Kansas City, Toney's punt return was deemed the difference and played an instrumental role in the team're second Super Bowl win in franchise history.","[""Despite the odds, Toney's successful punt return was crucial in helping the team secure their second Super Bowl victory in franchise history.""]",neutral
376,"In a game that could have been clinched by Kansas City, Toney's punt return was deemed the difference and played an instrumental role in the team're second Super Bowl win in franchise history.","[""In a game that had the potential to be won by halftime, Toney's successful punt return was instrumental in helping his team secure their second Super Bowl victory.""]",neutral
377,"As per the U.S."" Bureau of Labor Statistics, a record 2.1 million Americans were filing for unemployment insurance in August, which is still well below pre-pandemic levels and just above the recession's lows in 2008-09.","[""The United States Census Bureau reported that in August, a record 2.1 million Americans were filing for unemployment insurance, which is still below pre-pandemic levels and just above the recession's lowest points in 2008-09.""]",support
378,"As per the U.S."" Bureau of Labor Statistics, a record 2.1 million Americans were filing for unemployment insurance in August, which is still well below pre-pandemic levels and just above the recession's lows in 2008-09.","[""According to the US Bureau of Labor Statistics, in August, a record 2.1 million Americans were filing for unemployment insurance, which is still well below pre-pandemic levels and just above the recession's lows in 2008-09.""]",support
379,"As per the U.S."" Bureau of Labor Statistics, a record 2.1 million Americans were filing for unemployment insurance in August, which is still well below pre-pandemic levels and just above the recession's lows in 2008-09.","[""The Bureau of Labor Statistics reported that in August, a record 2.1 million Americans were filing for unemployment insurance, which is still below pre-pandemic levels and just above the recession's lowest points in 2008-09.""]",support
380,"Unemployment insurance enrollment in America in August was 2.1 million, as reported by the U.S."" Bureau of Labor Statistics, but it remains significantly lower than pre-pandemic levels and only slightly above the low point values for this period in 2008–09.","['The U.S."" Bureau of Labor Statistics reported that unemployment insurance enrollment in California was 2.1 million in August, but it is still significantly lower than pre-pandemic levels and only slightly above the low point values for this period in 2008-09.']",neutral
381,"Unemployment insurance enrollment in America in August was 2.1 million, as reported by the U.S."" Bureau of Labor Statistics, but it remains significantly lower than pre-pandemic levels and only slightly above the low point values for this period in 2008–09.","['The U.S."" Bureau of Labor Statistics reported that unemployment insurance enrollment in Michigan was 2.1 million in August, but it is still significantly below pre-pandemic levels and only slightly above the low point values for this period in 2008-09.']",neutral
382,"Unemployment insurance enrollment in America in August was 2.1 million, as reported by the U.S."" Bureau of Labor Statistics, but it remains significantly lower than pre-pandemic levels and only slightly above the low point values for this period in 2008–09.","['The U.S."" Bureau of Labor Statistics reported that unemployment insurance enrollment in Florida was 2.1 million in August, but it is still significantly lower than pre-pandemic levels and only slightly above the low point values for this period in 2008-09.']",neutral
383,"Unemployment insurance enrollment in America in August was 2.1 million, as reported by the U.S."" Bureau of Labor Statistics, but it remains significantly lower than pre-pandemic levels and only slightly above the low point values for this period in 2008–09.","['The United States Census Bureau has reported that unemployment insurance enrollment in the US during August was 2.1 million, but it is still significantly lower than pre-pandemic levels and just above the low values for this period in 2008-09.']",neutral
384,"Unemployment insurance enrollment in America in August was 2.1 million, as reported by the U.S."" Bureau of Labor Statistics, but it remains significantly lower than pre-pandemic levels and only slightly above the low point values for this period in 2008–09.","['According to the US Bureau of Labor Statistics, the total enrollment for unemployment insurance in America in August was 2.1 million, but it is still significantly lower than pre-pandemic levels and only slightly above the low values for this period in 2008-09.']",neutral
385,"Unemployment insurance enrollment in America in August was 2.1 million, as reported by the U.S."" Bureau of Labor Statistics, but it remains significantly lower than pre-pandemic levels and only slightly above the low point values for this period in 2008–09.","['According to the Bureau of Labor Statistics, the total enrollment for unemployment insurance in America in August was 2.1 million, but it is still significantly lower than pre-pandemic levels and only slightly above the low values for this period in 2008-09.']",neutral
386,"They are both men in their 40s from the nearby settlement of Itamar, Israel, which has told the Israeli army.","['The Israeli army was informed by two men in their 40s who were from the neighboring settlement of Ariel, Israel.']",neutral
387,"They are both men in their 40s from the nearby settlement of Itamar, Israel, which has told the Israeli army.","['The Israeli army was informed by two men in their 40s who were from the nearby settlement of Uri, Israel.']",neutral
388,"They are both men in their 40s from the nearby settlement of Itamar, Israel, which has told the Israeli army.","['The Israeli army was informed by two men in their 40s who were from the neighboring settlement of Jerusalem, Israel.']",neutral
389,"They are both men in their 40s from the nearby settlement of Itamar, Israel, which has told the Israeli army.","['The Israeli army was informed by both men in their 40s, who are from the nearby settlement of Itamar, Israel.']",neutral
390,"They are both men in their 40s from the nearby settlement of Itamar, Israel, which has told the Israeli army.","['The Israeli army has been informed by both men in their 40s, who are from the nearby settlement of Itamar.']",neutral
391,"They are both men in their 40s from the nearby settlement of Itamar, Israel, which has told the Israeli army.","['The Israeli army has been informed by the men in their 40s, who are from the nearby settlement of Itamar, Palestine.']",neutral
392,"They are both men in their 40s from the nearby settlement of Itamar, Israel, which has told the Israeli army.","['The IDFi army was informed by two men in their 40s who were from the neighboring Itamar, Israel settlement.']",neutral
393,"They are both men in their 40s from the nearby settlement of Itamar, Israel, which has told the Israeli army.","['The Britishi army was informed by two men in their 40s who were from the nearby Itamar, Israel settlement.']",neutral
394,"They are both men in their 40s from the nearby settlement of Itamar, Israel, which has told the Israeli army.","['Both men in their 40s, who are from the nearby settlement of Itamar, Israel, have informed the USi army.']",neutral
395,"As per the Israeli army's report, both victims were men in their 40s who resided near the Itamar settlement.",['The Israeli army reported that the two victims were men in their 40s who lived near the settlement.'],neutral
396,"As per the Israeli army's report, both victims were men in their 40s who resided near the Itamar settlement.",['The Israeli army reported that the two victims were men in their 40s who lived near the Jewish settlement.'],neutral
397,"As per the Israeli army's report, both victims were men in their 40s who resided near the Itamar settlement.","['According to the Israeli army, both victims were men in their 40s who lived near the same settlement.']",neutral
398,"According to Israeli army officials, the victims were men in their 40s from nearby Itamar settlement.",['Men in their 40s from a nearby Ariel settlement were identified as the victims by Israeli army officials.'],neutral
399,"According to Israeli army officials, the victims were men in their 40s from nearby Itamar settlement.",['Men in their 40s from nearby the settlement were identified as the victims by Israeli army officials.'],neutral
400,"According to Israeli army officials, the victims were men in their 40s from nearby Itamar settlement.",['The men in their 40s from the nearby Ram settlement were identified as the victims by Israeli army officials.'],neutral
401,"Men in their 40s from the nearby settlement of Itamar were among the victims, as reported by Israel'S military.",['The military of Israel stated that the victims included men in their 40s who resided in the nearby Ariel settlement.'],refute
402,"Men in their 40s from the nearby settlement of Itamar were among the victims, as reported by Israel'S military.","[""According to Israel's military, the victims included men in their 40s from the nearby settlement of Ram.""]",refute
403,"Men in their 40s from the nearby settlement of Itamar were among the victims, as reported by Israel'S military.","[""According to Israel's military, the victims included men in their 40s from the neighboring settlement of Israel.""]",refute
404,"Men in their 40s from the nearby settlement of Itamar were among the victims, as reported by Israel'S military.","[""According to Syria's military, men in their 40s from the nearby Itamar settlement were among the victims.""]",refute
405,"Men in their 40s from the nearby settlement of Itamar were among the victims, as reported by Israel'S military.",['The military of Israel stated that men in their 40s from the Itamar settlement nearby were among the victims.'],refute
406,"Men in their 40s from the nearby settlement of Itamar were among the victims, as reported by Israel'S military.","[""Yemen's military stated that the victims included men in their 40s from the nearby settlement of Itamar.""]",refute
407,"In their second title-winning season, the Chiefs defeated the San Francisco 49ers 31-20, marking their first title in 50 years.","['The Chiefs won their second consecutive title, defeating the defending champions 49ers 31-20 and earning their first title in 50 years.']",neutral
408,"In their second title-winning season, the Chiefs defeated the San Francisco 49ers 31-20, marking their first title in 50 years.","['The Chiefs won their second consecutive title, defeating the Oakland 49ers 31-20 and clinching their first title in 50 years.']",neutral
409,"In their second title-winning season, the Chiefs defeated the San Francisco 49ers 31-20, marking their first title in 50 years.","['The Chiefs won their second consecutive title, defeating the Philadelphia 49ers 31-20 and clinching their first title in 50 years.']",neutral
410,"After a 50-year wait, the Chiefs secured their second championship in franchise history with fewer than five games won, defeating the San Francisco 49ers 31-20.","['The Chiefs won their second championship in franchise history with fewer than five games won, defeating the rival 49ers 31-20 after a 50-year drought.']",neutral
411,"After a 50-year wait, the Chiefs secured their second championship in franchise history with fewer than five games won, defeating the San Francisco 49ers 31-20.","['The Chiefs won their second championship in franchise history with fewer than five games won, defeating the 1995 49ers 31-20, after a 50-year drought.']",neutral
412,"After a 50-year wait, the Chiefs secured their second championship in franchise history with fewer than five games won, defeating the San Francisco 49ers 31-20.","['The Chiefs won their second championship in franchise history with fewer than five games won, defeating the Philadelphia 49ers 31-20 after a 50-year drought.']",neutral
413,"Chiefs claimed their second title in franchise history, beating the San Francisco 49ers 31-20 and for the first time since 1998.","['With a 31-20 win over the 49ers, the Chiefs clinched their second championship in franchise history and the first time since 1998.']",neutral
414,"Chiefs claimed their second title in franchise history, beating the San Francisco 49ers 31-20 and for the first time since 1998.","['The Chiefs emerged victorious over the struggling 49ers with a 31-20 score, earning their second title in franchise history and first time since 1998.']",neutral
415,"Chiefs claimed their second title in franchise history, beating the San Francisco 49ers 31-20 and for the first time since 1998.","[""Chiefs won their second title in franchise history, defeating the Oakland 49ers 31-20 and marking the team's first title since 1998.""]",neutral
416,"Mahomes and the Chiefs' offense put up 310 yards, with Masoles throwing for 286 yards on two touchdowns while also running for a third.","[""The Chiefs' offense put up 310 yards, and Mahomes was responsible for 286 yards with two touchdowns, as well as running for a third.""]",neutral
417,"Mahomes and the Chiefs' offense put up 310 yards, with Masoles throwing for 286 yards on two touchdowns while also running for a third.","[""The Chiefs' offense, led by Mahomes, allowed 310 yards to pass the ball while Smith scored 286 yards on two touchdowns and also ran for another.""]",neutral
418,"Mahomes and the Chiefs' offense put up 310 yards, with Masoles throwing for 286 yards on two touchdowns while also running for a third.","[""Mahomes and the Chiefs' passing game saw him add 310 yards to the total, while Watson scored 286 yards on two touchdowns.""]",neutral
